Algus,Kestus,Temperatuur,Pöördeid min,Kava,Veenäit enne,Veenäit pärast,Veekulu (l),kWh
2021.2.12 19:09:59,2:49:00,90,1300,Kochwäsche,321.11200000000002,321.17500000000001,6.2999999999988177,3.7000000000000002
2021.2.13 20:57:00,1:54:59,30,1000,sünteetika,321.25299999999999,321.29000000000002,3.7000000000034561,0.40000000000000002
2021.2.14 21:08:00,0:48:00,30,800,villapesu,321.35500000000002,321.40300000000002,4.8000000000001819,0.59999999999999998
2021.2.16 18:31:59,1:54:59,60,1000,sünteetika + hygiene+,321.48700000000002,321.52199999999999,3.4999999999968168,0.59999999999999998
2021.2.17 16:40:00,1:54:59,30,1000,sünteetika,,,,0.29999999999999999
2021.2.19 19:05:00,0:48:00,30,800,villapesu,321.69099999999997,,,
2021.2.20 18:17:00,0:48:00,30,800,villapesu,321.80399999999997,,,0.5
2021.2.21 21:30:59,0:48:00,30,800,käsipesu,321.88,321.928,4.8000000000001819,0.59999999999999998
2021.2.22 14:36:59,2:11:00,90,400,autoclean,321.94400000000002,,,1.2
2021.3.10 20:33:59,0:29,30,1000,lühikava,,,,0.29999999999999999
2021.3.13 16:24:00,0:29,30,1000,lühikava,323.10399999999998,323.12599999999998,2.199999999999136,0.20000000000000001
2021.3.20 20:55:00,0:48:00,30,800,villapesu,323.65699999999998,,,0.69999999999999996
2021.3.21 13:50:59,0:29,30,1000,lühikava,323.74599999999998,323.76999999999998,2.4000000000000909,0.29999999999999999
2021.3.25 20:49:59,0:29,30,1000,lühikava,324.08100000000002,324.10500000000002,2.4000000000000909,0.10000000000000001
2021.3.25 21:37:59,0:48:00,30,800,villapesu,324.10500000000002,324.15899999999999,5.3999999999973625,0.30000000000000004
2021.3.28 10:30:00,0:29,30,1000,lühikava,,,,0.29999999999999999
2021.3.31 22:34:59,0:48:00,30,800,villapesu,324.53399999999999,324.58600000000001,5.2000000000020918,0.5
2021.4.03 19:50:59,0:29,30,1000,lühikava,324.76400000000001,324.78500000000003,2.1000000000015007,0.29999999999999999
2021.4.03 20:35:59,0:54,30,400,sünteetika,324.78500000000003,324.834,4.8999999999978172,0.29999999999999999
2021.4.05 18:59:00,0:48:00,30,800,villapesu,324.94799999999998,,,0.20000000000000001
2021.4.07 20:28:00,0:29,30,1000,lühikava,325.11200000000002,325.13900000000001,2.6999999999986812,0.29999999999999999
2021.4.08 19:11:00,0:48:00,30,800,villapesu,325.221,325.27300000000002,5.2000000000020918,0.5
2021.4.12 23:36:59,0:29,30,1000,lühikava,325.50599999999997,325.529,2.3000000000024556,0.29999999999999999
2021.4.13 16:38:59,0:48:00,30,800,villapesu,325.55799999999999,,,0.5
2021.4.17 22:44:59,0:29,30,1000,lühikava,325.84800000000001,,,0.29999999999999999
2021.4.18 23:04:59,0:48:00,30,800,villapesu,325.91199999999998,325.96800000000002,5.6000000000040018,0.69999999999999996
2021.4.21 13:31:59,0:29,30,1000,lühikava,326.14299999999997,,,0.29999999999999999
2021.4.23 15:14:00,0:54:00,40,400,sünteetika,326.30399999999997,,,
2021.4.25 17:26:00,0:29,30,1000,lühikava,326.45699999999999,,,0.10000000000000001
2021.4.25 18:30:00,0:48:00,30,800,villapesu,326.483,326.53399999999999,5.0999999999987722,0.70000000000000007
2021.4.29 20:55:59,0:54,30,400,sünteetika,326.71699999999998,326.721,0.40000000000190994,0.59999999999999998
2021.4.30 19:11:00,0:44,40,1000,lühikava,326.79899999999998,,,0.40000000000000002
2021.4.30 20:35:59,0:48:00,30,800,villapesu,326.82499999999999,326.88099999999997,5.5999999999983174,0.70000000000000007
2021.5.02 9:49:00,0:48:00,30,800,villapesu,326.95400000000001,,,0.5
2021.5.04 18:29:00,0:29,30,1000,lühikava,327.11099999999999,327.13499999999999,2.4000000000000909,0.29999999999999999
2021.5.08 22:12:00,0:29,30,1000,lühikava,,,,0.29999999999999999
2021.5.08 23:09:00,0:48:00,30,800,villapesu,,,,0.60000000000000009
2021.5.09 17:17:59,0:54,30,400,sünteetika,327.45499999999998,327.50900000000001,5.4000000000030468,0.40000000000000002
2021.5.15 19:15:59,0:29,30,1000,lühikava,327.80399999999997,327.82600000000002,2.2000000000048203,0.20000000000000001
2021.5.16 22:06:59,0:48:00,30,800,villapesu,,,,0.69999999999999996
2021.5.19 22:15:59,0:48:00,30,800,villapesu,328.07400000000001,,,0.5
2021.5.19 23:26:00,0:48:00,30,800,käsipesu,328.13499999999999,,,0.59999999999999998
2021.5.22 21:24:59,0:29,30,1000,lühikava,328.38799999999998,328.41000000000003,,0.20000000000000001
2021.5.24 18:08:00,0:48:00,30,800,villapesu,328.54500000000002,,,0.29999999999999999
2021.5.24 20:09:00,0:48:00,30,800,käsipesu,328.601,,,0.20000000000000001
2021.5.27 21:14:59,0:48:00,30,800,villapesu,328.76499999999999,,,0.59999999999999998
2021.6.01 18:50:59,0:29,30,1000,lühikava,329.04000000000002,329.06299999999999,2.2999999999967713,0.20000000000000001
2021-6-1 20,0:48:00,40,800,villapesu,329.06299999999999,329.113,5.0000000000011369,0.90000000000000013
2021.6.08 21:53:00,0:29,30,1000,lühikava,329.553,329.57499999999999,2.199999999999136,0.20000000000000001
2021.6.14 16:09:00,0:29,30,1000,lühikava,,,,0.20000000000000001
2021.6.14 17:33:59,0:48:00,30,800,villapesu,329.85500000000002,,,0.60000000000000009
2021.6.14 19:02:59,1:54:59,40,1000,sünteetika,,,,1.2
2021.6.16 19:27:00,0:29,30,1000,lühikava,,,,0.20000000000000001
2021.6.16 21:10:00,1:54:59,40,1000,sünteetika,330.06799999999998,330.12200000000001,,0.90000000000000013
2021.6.19 15:30:59,0:48:00,30,800,villapesu,330.26799999999997,,,0.90000000000000002
2021.6.22 15:27:59,0:48:00,40,800,villapesu,,,,0.90000000000000002
2021.6.24 17:51:59,0:29,30,1000,lühikava,330.65699999999998,,,0.20000000000000001
2021.7.02 15:33:00,0:48:00,40,800,villapesu,,,,0.59999999999999998
2021.7.07 17:55:00,0:29,30,1000,lühikava,,,,0.10000000000000001
2021.7.08 19:02:00,0:48:00,40,800,villapesu,,,,0.70000000000000007
2021.7.08 21:08:59,0:48:00,40,800,villapesu,331.56,331.61000000000001,,0.90000000000000002
2021.7.13 16:18:00,0:29,30,1000,lühikava,331.78199999999998,,,0.10000000000000001
2021.7.15 17:48:59,0:48:00,40,800,villapesu,331.92399999999998,,,0.80000000000000004
2021.7.16 16:09:00,1:54:59,40,1000,sünteetika,332.03800000000001,,,0.5
2021.7.17 18:46:00,0:48:00,30,800,villapesu,332.15899999999999,,,0.29999999999999999
2021.7.22 14:45:00,0:29,30,1000,lühikava,332.46600000000001,fff,,0.29999999999999999
2021.8.01 17:15:00,1:54:59,40,1000,sünteetika,333.09699999999998,,,1
2021.8.04 14:35:59,0:48:00,30,800,käsipesu,333.26900000000001,,,0.40000000000000002
2021.8.04 15:53:59,0:29,30,1000,lühikava,333.32400000000001,333.339,1.4999999999986358,0.20000000000000001
2021.8.05 17:10:00,0:48:00,30,800,villapesu,333.43200000000002,,,0.40000000000000002
2021.8.07 15:55:00,1:54:59,40,1000,sünteetika,333.60500000000002,,,0.80000000000000004
